PERIODO,MES,PER,DIRECTORIO,SECUENCIA_P,HOGAR,REGIS,AREA,CLASE,FEX_C18,Departamento,Tipo de vivienda,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P70,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5222S1,P5222S2,P5222S3,P5222S4,P5222S5,P5222S6,P5222S7,P5222S8,P5222S9,P5222S10,P5222S8A1,Total de personas en el hogar
20240104,1,2024,7671139,1,1,1,,2,124.70208311,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,2,2,2,1.0,4,1,1,6.0,1,,,98.0,300000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671140,1,1,1,,2,102.69483502,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,1,1,2,1.0,4,1,1,5.0,4,,,,300000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671141,1,1,1,,2,102.69483502,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,5,1,2,1.0,5,1,1,5.0,1,,,98.0,400000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671142,1,1,1,,2,100.98046294,Boyacá,Casa,1,4,1,3.0,2,2,2,,1,1,3,3,2,1.0,5,1,1,4.0,1,,,98.0,500000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671143,1,1,1,,2,111.46787516,Boyacá,Casa,1,2,1,2.0,2,2,2,,1,1,2,1,3,1.0,5,1,1,4.0,3,,,,,300000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671144,1,1,1,,2,131.00385079,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,4,2,2,1.0,5,1,1,4.0,1,,,180000000.0,800000.0,,,1.0,,,,,1.0,1.0,,,DESPOSITO ELECTRONICO DE DINERO,3
20240104,1,2024,7671145,1,1,1,,2,181.69970323,Boyacá,Casa,1,4,1,2.0,2,2,2,,1,1,3,3,3,1.0,5,1,1,5.0,2,,700000.0,98.0,300000.0,,,1.0,,,,,,1.0,,,CREDITO AGRARIO,3
20240104,1,2024,7671146,1,1,1,,2,143.58034749,Boyacá,Casa,1,4,1,2.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,4,,,,300000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671147,1,1,1,,2,102.69483502,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,3,1,2,1.0,4,1,1,5.0,1,,,98.0,100000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671148,1,1,1,,2,104.97706967,Boyacá,Casa,1,4,1,2.0,2,2,2,,1,1,3,1,2,1.0,4,1,1,4.0,1,,,200000000.0,200000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671149,1,1,1,,1,875.40301263,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,2,1,1,1.0,1,1,1,4.0,3,,,,,500000.0,,,,,,,,,1.0,,,3
20240104,1,2024,7671150,1,1,1,,1,767.13424108,Boyacá,Casa,1,2,1,2.0,2,1,1,2.0,1,1,3,1,1,1.0,1,1,1,4.0,1,,,80000000.0,200000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671151,1,1,1,,1,1009.5154317,Boyacá,Casa,1,2,1,2.0,2,1,1,2.0,1,1,3,2,1,1.0,1,1,1,4.0,4,,,,300000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671152,1,1,1,,1,2096.1979901,Boyacá,Apartamento,1,4,1,3.0,2,1,1,2.0,1,1,3,2,1,1.0,1,1,1,4.0,3,,,,,450000.0,,,,,,,,,1.0,,,3
20240104,1,2024,7671154,1,1,1,,1,1824.5689921,Boyacá,Cuarto(s) en inquilinato,1,4,1,2.0,2,1,1,2.0,1,1,1,1,1,2.0,1,1,2,4.0,3,,,,,250000.0,,1.0,,,,,,,,,,1
20240104,1,2024,7671155,1,1,1,,1,676.3072956,Boyacá,Apartamento,1,2,1,2.0,2,1,1,2.0,1,1,2,1,1,1.0,1,1,1,5.0,2,,700000.0,98.0,600000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671156,1,1,1,,1,1087.0190239,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,3,1,1,1.0,1,1,3,4.0,3,,,,,550000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671157,1,1,1,,1,1050.6010365,Boyacá,Casa,1,2,1,2.0,2,1,1,2.0,1,1,4,3,1,1.0,1,1,1,4.0,1,,,120000000.0,500000.0,,,,,,,,,1.0,,,DEPOSITO ELECTRONICO DE DINERO,7
20240104,1,2024,7671158,1,1,1,,1,1261.6880233,Boyacá,Casa,1,2,1,2.0,2,1,1,2.0,1,1,2,2,1,1.0,1,1,1,4.0,1,,,98.0,300000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671159,1,1,1,,1,894.99596984,Boyacá,Apartamento,1,3,1,2.0,2,1,1,2.0,1,1,1,1,1,1.0,1,1,2,4.0,3,,,,,260000.0,,1.0,,,,,,,,,,2
20240104,1,2024,7671160,1,1,1,,1,862.9668988,Boyacá,Casa,1,2,1,2.0,2,1,1,2.0,1,1,3,1,1,1.0,1,1,1,4.0,3,,,,,200000.0,,1.0,,,,,,,,,,2
20240104,1,2024,7671161,1,1,1,,1,1195.2877954,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,4,3,1,1.0,1,1,1,4.0,2,,1500000.0,98.0,500000.0,,,1.0,,1.0,,,,,,,,4
20240104,1,2024,7671162,1,1,1,,2,2290.4689176,Boyacá,Casa,3,1,1,1.0,2,2,2,,2,1,3,1,2,1.0,4,2,1,5.0,4,,,,200000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671163,1,1,1,,2,1226.0582981,Boyacá,Casa,3,1,1,1.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,1,,,98.0,200000.0,,,1.0,,,,,,1.0,,,CREDITO AGRARIO,2
20240104,1,2024,7671164,1,1,1,,2,1299.6585099,Boyacá,Casa,3,2,1,1.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,1,,,98.0,200000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671165,1,1,1,,2,908.41012666,Boyacá,Casa,3,2,1,2.0,2,2,2,,2,1,3,2,3,1.0,4,4,1,5.0,1,,,98.0,500000.0,,,,,,,,,,1.0,,,5
20240104,1,2024,7671166,1,1,1,,2,2040.1200119,Boyacá,Casa,1,2,1,2.0,2,2,2,,2,1,4,3,2,1.0,4,2,1,5.0,1,,,150000000.0,200000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671167,1,1,1,,2,1361.8681452,Boyacá,Casa,3,2,1,2.0,2,2,2,,2,1,1,1,2,1.0,4,4,1,5.0,4,,,,300000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671168,1,1,1,,2,2618.8904714,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,3,2,2,1.0,4,1,1,5.0,1,,,98.0,700000.0,,,,,,,,,,1.0,,,5
20240104,1,2024,7671169,1,1,1,,2,1228.2661265,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,1,,,80000000.0,100000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671170,1,1,1,,2,1326.3134045,Boyacá,Casa,1,4,1,2.0,2,2,2,,2,1,3,2,2,1.0,4,2,3,5.0,1,,,98.0,200000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671171,1,1,1,,2,1199.4034034,Boyacá,Casa,3,2,1,1.0,2,2,2,,2,1,2,1,3,1.0,4,2,1,5.0,1,,,98.0,100000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671172,1,1,1,,1,1183.5377673,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,4,1,1,1.0,1,1,1,4.0,6,,,,400000.0,,,1.0,1.0,,,,1.0,,,,,2
20240104,1,2024,7671173,1,1,1,,1,1372.3282489,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,3,1,1,1.0,1,1,1,4.0,3,,,,,450000.0,,,,,,,,,1.0,,,1
20240104,1,2024,7671174,1,1,1,,1,1150.8796242,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,2,1,1,1.0,1,1,3,4.0,3,,,,,400000.0,,,,,,,,,1.0,,,3
20240104,1,2024,7671175,1,1,1,,1,1261.6880233,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,2,2,1,1.0,1,1,1,4.0,3,,,,,450000.0,,,,,,,1.0,,,,,4
20240104,1,2024,7671176,1,1,1,,2,2194.6862475,Boyacá,Casa,3,2,1,1.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,4.0,3,,,,,150000.0,,,,,,,,,1.0,,,5
20240104,1,2024,7671177,1,1,1,,2,3311.4650988,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,3,2,3,1.0,4,1,1,5.0,4,,,,200000.0,,,1.0,,,,,,,,,,4
20240104,1,2024,7671178,1,1,1,,2,2254.6880543,Boyacá,Casa,3,1,1,2.0,2,2,2,,1,1,2,2,2,1.0,4,1,1,5.0,3,,,,,150000.0,,1.0,,,,,,,,,,5
20240104,1,2024,7671179,1,1,1,,2,1199.4034034,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,3,1,2,1.0,4,1,1,5.0,3,,,,,100000.0,,,,,,,,,1.0,,,1
20240104,1,2024,7671180,1,1,1,,2,1301.8663383,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,1,1,2,1.0,4,1,1,4.0,3,,,,,150000.0,,1.0,,,,,,,,,,2
20240104,1,2024,7671181,1,1,1,,2,1228.2661265,Boyacá,Casa,1,2,1,2.0,2,2,2,,1,1,2,2,2,1.0,4,1,1,5.0,3,,,,,300000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671182,1,1,1,,2,2390.7240241,Boyacá,Cuarto(s) en inquilinato,3,2,1,2.0,2,2,2,,1,1,2,2,2,2.0,4,1,1,5.0,3,,,,,100000.0,,,,,,,,,1.0,,,4
20240104,1,2024,7671183,1,1,1,,2,1226.0582981,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,1,1,2,2.0,4,1,1,5.0,1,,,98.0,100000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671184,1,1,1,,2,1758.199233,Boyacá,Casa,1,2,1,2.0,2,2,2,,1,1,3,2,2,1.0,4,1,1,5.0,3,,,,,150000.0,,,,,,,,,1.0,,,4
20240104,1,2024,7671185,1,1,1,,2,2225.8150633,Boyacá,Casa,1,2,1,2.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,3,,,,,200000.0,,1.0,,,,,,1.0,,,DESPOSITO ELECTRONICO DE DINERO,1
20240104,1,2024,7671186,1,1,1,,1,2014.0393424,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,3,1,1,1.0,1,1,1,4.0,3,,,,,400000.0,,1.0,,,,,,,,,,3
20240104,1,2024,7671187,1,1,1,,2,1199.4034034,Boyacá,Casa,1,2,1,2.0,2,2,2,,1,1,3,1,2,1.0,4,1,1,5.0,1,,,50000000.0,150000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671188,1,1,1,,2,1226.0582981,Boyacá,Casa,3,1,1,1.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,4,,,,300000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671189,1,1,1,,2,1939.8649055,Boyacá,Casa,3,2,1,1.0,2,2,2,,1,1,2,2,2,1.0,4,1,1,5.0,1,,,30000000.0,300000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671190,1,1,1,,2,1758.199233,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,2,2,2,1.0,4,1,1,5.0,1,,,98.0,200000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671191,1,1,1,,2,1676.9174166,Boyacá,Casa,1,1,1,2.0,2,2,2,,1,1,3,2,2,1.0,4,1,1,5.0,1,,,98.0,200000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671192,1,1,1,,2,1299.6585099,Boyacá,Casa,1,4,1,2.0,2,2,2,,1,1,4,1,3,1.0,4,1,1,5.0,4,,,,200000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671193,1,1,1,,2,1226.0582981,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,1,1,2,1.0,4,1,1,5.0,1,,,98.0,300000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671194,1,1,1,,2,1226.0582981,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,4,1,2,1.0,4,1,1,5.0,1,,,98.0,300000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671196,1,1,1,,2,1301.8663383,Boyacá,Casa,3,2,1,2.0,2,2,2,,1,1,2,1,2,1.0,4,2,1,5.0,3,,,,,250000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671197,1,1,1,,1,1194.8803854,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,3,2,1,1.0,1,1,3,4.0,3,,,,,300000.0,,1.0,,,,,,1.0,,,DESPOSITO ELECTRONICO DE DINERO,3
20240104,1,2024,7671198,1,1,1,,1,915.21356573,Boyacá,Casa,3,2,1,2.0,2,1,1,2.0,1,2,1,1,1,2.0,1,1,1,4.0,3,,,,,200000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671198,2,2,1,,1,915.21356573,Boyacá,Casa,3,2,1,2.0,2,1,1,2.0,1,2,2,2,1,2.0,1,1,1,4.0,3,,,,,200000.0,,1.0,,,,,,1.0,,,DESPOSITO ELECTRONICO DE DINERO,4
20240104,1,2024,7671199,1,1,1,,2,1226.0582981,Boyacá,Casa,1,4,1,1.0,2,2,2,,2,1,3,1,2,1.0,4,2,1,5.0,3,,,,,150000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671200,1,1,1,,2,1199.4034034,Boyacá,Casa,3,1,1,2.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,6,,,,100000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671201,1,1,1,,2,1301.8663383,Boyacá,Casa,1,4,1,2.0,2,2,2,,2,1,1,1,2,1.0,4,2,1,5.0,2,,334000.0,98.0,200000.0,,,1.0,,1.0,,,,,,,,2
20240104,1,2024,7671202,1,1,1,,2,3633.6405066,Boyacá,Casa,3,1,1,1.0,2,2,2,,2,1,2,2,2,1.0,4,2,1,5.0,3,,,,,100000.0,,,,,,,,,1.0,,,8
20240104,1,2024,7671203,1,1,1,,2,1226.0582981,Boyacá,Casa,1,2,1,2.0,2,2,2,,1,1,3,1,2,1.0,4,1,1,5.0,4,,,,300000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671204,1,1,1,,2,2705.7748136,Boyacá,Casa,3,1,1,1.0,2,2,2,,2,1,1,1,2,1.0,4,2,1,5.0,4,,,,600000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671205,1,1,1,,2,1399.9136163,Boyacá,Casa,3,1,1,2.0,2,2,2,,2,1,1,1,3,1.0,4,2,1,5.0,1,,,98.0,500000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671206,1,1,1,,2,1326.3134045,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,1,1,2,1.0,4,1,1,5.0,1,,,98.0,98.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671207,1,1,1,,2,2928.4674848,Boyacá,Casa,1,2,1,2.0,2,2,2,,2,1,3,2,2,1.0,4,2,1,5.0,1,,,98.0,400000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671208,1,1,1,,2,2328.2882661,Boyacá,Casa,3,1,1,2.0,2,2,2,,1,1,2,2,2,1.0,4,1,1,5.0,3,,,,,300000.0,,,,,,,,,1.0,,,5
20240104,1,2024,7671209,1,1,1,,1,2038.0681781,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,3,2,1,1.0,1,1,3,4.0,3,,,,,450000.0,,1.0,,,,,,1.0,,,DESPOSITO ELECTRONICO DE DINERO,5
20240104,1,2024,7671211,1,1,1,,1,1926.3121275,Boyacá,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,2,2,1,1.0,1,1,1,4.0,1,,,98.0,300000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671213,1,1,1,,1,1344.0085463,Boyacá,Casa,1,4,1,2.0,1,1,1,3.0,1,1,6,4,1,1.0,1,1,1,3.0,1,,,98.0,1500000.0,,,1.0,,,,,,,,,,5
20240104,1,2024,7671214,1,1,1,,1,1893.9140669,Boyacá,Casa,1,4,1,2.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,1,,,55000000.0,350000.0,,,,,,,,,,1.0,,,1
20240104,1,2024,7671215,1,1,1,,1,2280.5031324,Boyacá,Casa,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,1,,,200000000.0,98.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671216,1,1,1,,1,1620.4528092,Boyacá,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,4,,,,350000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671217,1,1,1,,1,1676.2899485,Boyacá,Casa,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,60000000.0,400000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671218,1,1,1,,1,2498.1272508,Boyacá,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,350000.0,,1.0,,,,,,,,,,1
20240104,1,2024,7671219,1,1,1,,1,3135.6918071,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,6,2,1,1.0,1,1,1,3.0,1,,,98.0,500000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671220,1,1,1,,1,2207.5294526,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,1,,,120000000.0,500000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671221,1,1,1,,1,2228.1226126,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,400000000.0,650000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671222,1,1,1,,1,4111.4472794,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,1,3.0,4,,,,500000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671223,1,1,1,,1,3936.583301,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,4,,,,450000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671224,1,1,1,,1,2583.5386819,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,1,,,350000000.0,700000.0,,,1.0,,,,,,,,,,1
20240104,1,2024,7671225,1,1,1,,1,1985.3405494,Boyacá,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,350000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671226,1,1,1,,1,3313.6644729,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,400000.0,,1.0,,,,,,,,,,3
20240104,1,2024,7671227,1,1,1,,2,1049.2568,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,3,1,2,1.0,4,1,1,6.0,1,,,98.0,98.0,,,1.0,,,,,,,,,,1
20240104,1,2024,7671228,1,1,1,,2,794.69134396,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,2,2,2,1.0,3,1,1,5.0,4,,,,300000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671229,1,1,1,,2,1072.5749175,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,4,1,2,1.0,4,1,1,5.0,1,,,98.0,98.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671230,1,1,1,,2,1533.3115606,Boyacá,Apartamento,1,4,1,1.0,2,2,2,,1,1,4,2,2,1.0,4,1,1,4.0,1,,,60000000.0,80000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671231,1,1,1,,2,1049.2568,Boyacá,Apartamento,1,1,1,1.0,2,2,2,,1,1,2,1,3,1.0,4,1,1,5.0,3,,,,,300000.0,,,,,,,,,1.0,,,1
20240104,1,2024,7671232,1,1,1,,2,1538.1001053,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,5,2,2,1.0,4,1,1,5.0,3,,,,,120000.0,,1.0,,,,,,,,,,4
20240104,1,2024,7671233,1,1,1,,2,1072.5749175,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,4,1,2,1.0,4,1,1,4.0,1,,,80000000.0,500000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671234,1,1,1,,2,1072.5749175,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,5,1,2,1.0,4,1,1,4.0,1,,,300000000.0,98.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671235,1,1,1,,2,1138.8929732,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,3,,,,,100000.0,,,,,,,,,1.0,,,2
20240104,1,2024,7671236,1,1,1,,2,1138.8929732,Boyacá,Casa,2,2,1,1.0,2,2,2,,1,1,2,1,3,1.0,4,1,1,5.0,4,,,,250000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671237,1,1,1,,2,1873.1103732,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,4,3,2,1.0,4,1,1,4.0,1,,,350000000.0,750000.0,,,1.0,,,,,,,,,,5
20240104,1,2024,7671238,1,1,1,,2,1029.8092226,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,4,3,2,1.0,4,1,1,4.0,1,,,45000000.0,350000.0,,,,,,,,,,1.0,,,4
20240104,1,2024,7671239,1,1,1,,2,1673.5068072,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,3,3,2,1.0,4,1,1,5.0,3,,,,,300000.0,,,,,,,,,1.0,,,4
20240104,1,2024,7671240,1,1,1,,1,3094.9061509,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,4,,,,400000.0,,,1.0,,,,,,,,,,3
20240104,1,2024,7671241,1,1,1,,1,2758.5186806,Boyacá,Casa,1,4,1,2.0,1,1,1,3.0,1,1,5,3,1,1.0,1,1,1,3.0,1,,,98.0,98.0,,,1.0,,,,,,,,,,4
20240104,1,2024,7671242,1,1,1,,1,1605.4759655,Boyacá,Casa,1,2,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,150000000.0,300000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671243,1,1,1,,1,2347.6045132,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,120000000.0,350000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671244,1,1,1,,1,2571.9820661,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,1,1,1.0,1,1,1,3.0,1,,,98.0,500000.0,,,1.0,,,,,,,,,,1
20240104,1,2024,7671245,1,1,1,,1,2760.7627894,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,3,,,,,550000.0,,1.0,,,,,,,,,,3
20240104,1,2024,7671246,1,1,1,,1,2180.2760025,Boyacá,Casa,3,4,1,3.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,6,,,,500000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671247,1,1,1,,2,1394.3473927,Boyacá,Casa,3,2,1,1.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,1,,,50000000.0,300000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671248,1,1,1,,2,1394.3473927,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,4,1,2,1.0,4,1,1,4.0,1,,,98.0,98.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671249,1,1,1,,2,1394.3473927,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,3,1,3,1.0,4,1,1,5.0,1,,,50000000.0,300000.0,,,,,,,,,,1.0,,,2
20240104,1,2024,7671250,1,1,1,,2,1394.3473927,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,4,2,2,1.0,4,1,1,4.0,1,,,98.0,98.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671251,1,1,1,,2,2107.3211783,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,4,3,2,1.0,4,1,1,4.0,1,,,280000000.0,98.0,,,1.0,,,,,,,,,,4
20240104,1,2024,7671252,1,1,1,,2,1371.5764177,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,3,3,2,1.0,4,1,1,4.0,1,,,98.0,98.0,,,1.0,,,,,,,,,,5
20240104,1,2024,7671253,1,1,1,,2,1907.0915563,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,3,1,2,1.0,4,1,1,4.0,1,,,98.0,98.0,,,1.0,,,,,,,,,,3
20240104,1,2024,7671254,1,1,1,,2,1508.3635423,Boyacá,Casa,1,4,1,1.0,2,2,2,,1,1,4,2,2,1.0,4,2,1,5.0,4,,,,100000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671255,1,1,1,,2,1366.5447157,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,4,1,2,1.0,4,1,1,5.0,3,,,,,4000000.0,,1.0,,,,,,,,,,1
20240104,1,2024,7671256,1,1,1,,2,2206.1312888,Boyacá,Casa,1,2,1,1.0,2,2,2,,1,1,2,1,2,1.0,4,1,1,5.0,4,,,,200000.0,,,,,,,,,,1.0,,,3
20240104,1,2024,7671257,1,1,1,,1,3076.640639,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,450000.0,,1.0,,,,,,,,,,2
20240104,1,2024,7671258,1,1,1,,1,3392.5184887,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,3,,,,,500000.0,,1.0,,,,,,,,,,1
20240104,1,2024,7671259,1,1,1,,1,1620.4528092,Boyacá,Casa,1,4,1,2.0,1,1,1,3.0,1,1,5,1,1,1.0,1,1,1,3.0,1,,,150000000.0,600000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671260,1,1,1,,1,2842.5326603,Boyacá,Casa,1,4,1,3.0,1,1,1,3.0,1,1,5,4,1,1.0,1,1,1,3.0,4,,,,98.0,,,1.0,,,,,,,,,,6
20240104,1,2024,7671261,1,1,1,,1,2347.6045132,Boyacá,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,120000000.0,600000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671262,1,1,1,,1,2200.614926,Boyacá,Casa,1,4,1,3.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,1,3.0,4,,,,600000.0,,,1.0,,,,,,,,,,2
20240104,1,2024,7671263,1,1,1,,1,2032.9253267,Boyacá,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,3,,,,,300000.0,,1.0,,,,,,,,,,3
